order_id,customer_name,email,phone,city,order_date,product,status,amount
260,Kate Miller,kate.miller@gmail.com,  70217487269,Moscow,04-21-2025,Boots,cancelled,158.73
261,Maria Petrova,maria.petrova@mail.com ,555-296242,berlin,2025-02-08,Bag,pending,73.65
262,Maxim Orlov,maxim.orlov@example.com,555-163941,Berlin,05/02/2025,Bag,cancelled ,117.02
263,Anna Ivanova,,  76376649850,Москва,09/05/2025,Sneakers,Pending,15
264,Alex Brown,alex.brown@gmail.com,+372 555 5602,Moscow,2025-06-18,Bag,cancelled,68.78
265,Kate Miller,kate.miller @gmail.com,  76839819230,Moscow,28/06/2025,T-shirt,PAID,107.37
266,Alex Brown,,+372 555 9882,Saint Petersburg,2025-01-24,Sneakers,cancelled ,57.61
267,Maxim Orlov,maxim.orlov@gmail.com,  74855415646,Москва,15/02/2025,Coat,Paid,"201,62"
268,Kate Miller,kate.miller@gmail.com,555-838761,tallin,2025-03-24,Jacket,Pending,48.49
269,Maria Petrova,maria.petrova@mail.com ,555-797860,Moscow,26/06/2025,Boots,paid,98.0
270,Maria Petrova,maria.petrova@mail.com ,555-770718,Saint Petersburg,06/02/2025,T-shirt,Pending,126.54
271,Maria Petrova,maria.petrova@gmail.com,+372 555 6500,SPB,03-05-2025,Dress,paid,"192,06"
272,Anna Ivanova,anna.ivanova@example.com,555-868170,Riga,03-31-2025,Bag,PAID,48.21
273,Maxim Orlov,maxim.orlov@gmail.com,555-409234,tallin,2025-01-27,Coat,Paid,178.16
274,John Smith,john.smith@mail.com ,  74428082088,Москва,02-12-2025,Sneakers,Paid,120.51
275,Kate Miller,kate.miller @gmail.com,555-529161,tallin,2025-03-18,Jacket,PAID,70.92
276,Anna Ivanova,anna.ivanova@mail.com ,  74671328227,moscow,06-10-2025,Sneakers,оплачен,143.11
277,Maria Petrova,maria.petrova@mail.com ,555-596574,SPB,12/04/2025,Dress,cancelled ,129.95
278,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,555-499974,SPB,12/01/2025,Bag,pending,89.99
279,Anna Ivanova,anna.ivanova @gmail.com,  77164611781,Moscow,04-16-2025,Boots,cancelled ,123.49
280,Ivan Kuznetsov,ivan.kuznetsov@example.com,555-599397,Berlin,01-09-2025,Coat,Paid,100.73
281,Maxim Orlov,maxim.orlov @gmail.com,+372 555 3738,tallin,11/01/2025,Bag,PAID,"125,68"
282,Olga Sokolova,olga.sokolova@mail.com ,555-191254,Berlin,01-04-2025,Boots,Paid,153.11
283,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,+372 555 3428,Berlin,2025-05-25,T-shirt,cancelled,199.3
284,Olga Sokolova,olga.sokolova@example.com,+372 555 8955,berlin,14/02/2025,Boots,paid,58.11
285,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,555-151685,SPB,2025-04-06,Jeans,pending,226.65
286,Maxim Orlov,maxim.orlov@gmail.com,555-240913,moscow,03-10-2025,Bag,Canceled,22.4
287,Alex Brown,alex.brown@example.com,+372 555 8937,tallin,17/01/2025,Coat,cancelled ,112.41
288,Anna Ivanova,anna.ivanova @gmail.com,+372 555 4158,Saint Petersburg,2025-04-27,Jeans,Pending,149.42
289,Maxim Orlov,maxim.orlov@example.com,555-814263,Riga,05-06-2025,T-shirt,Pending,134.05
290,Maria Petrova,maria.petrova@mail.com ,+372 555 2480,Saint Petersburg,02-11-2025,Bag,оплачен,88.87
291,Alex Brown,alex.brown@mail.com ,+372 555 7709,Moscow,2025-06-15,Bag,pending,109.59
292,Olga Sokolova,olga.sokolova@mail.com ,555-494763,Berlin,2025-03-06,Boots,Paid,95.35
293,Anna Ivanova,anna.ivanova@mail.com ,555-412974,Tallinn,17/01/2025,Jeans,pending,90.53
294,Olga Sokolova,olga.sokolova @gmail.com,+372 555 3456,Москва,03/06/2025,Sneakers,Canceled,162.48
295,Olga Sokolova,olga.sokolova@mail.com ,  78741628563,Saint Petersburg,2025-05-27,Jacket,Pending,137.85
296,Olga Sokolova,olga.sokolova @gmail.com,+372 555 3967,Москва,03-08-2025,T-shirt,Paid,85.35
297,Alex Brown,alex.brown@mail.com ,555-880360,SPB,26/03/2025,Jacket,Paid,164.98
298,Maxim Orlov,maxim.orlov@gmail.com,  73820055862,SPB,01-31-2025,Boots,paid,135.36
299,Maria Petrova,,555-459315,Москва,2025-02-16,T-shirt,paid,160.64
300,Anna Ivanova,anna.ivanova@example.com,+372 555 5481,tallin,2025-05-06,Boots,cancelled,151.48
301,Ivan Kuznetsov,ivan.kuznetsov@example.com,+372 555 7280,Berlin,2025-04-06,Bag,paid,78.55
302,Anna Ivanova,anna.ivanova @gmail.com,555-827213,berlin,2025-02-03,Jeans,PAID,91.99
303,John Smith,john.smith@gmail.com,555-404955,Riga,2025-06-25,T-shirt,оплачен,157.36
304,Maria Petrova,maria.petrova@example.com,+372 555 1313,Berlin,02-24-2025,Coat,Paid,"150,52"
305,Kate Miller,kate.miller@gmail.com,+372 555 7147,Moscow,2025-06-19,Sneakers,Paid,118.95
306,Ivan Kuznetsov,ivan.kuznetsov@example.com,555-229598,Moscow,2025-06-29,Jeans,cancelled,125.87
307,John Smith,john.smith@mail.com ,  79040537807,moscow,2025-06-08,Jacket,оплачен,183.88
308,Alex Brown,alex.brown@mail.com ,+372 555 9571,Saint Petersburg,01-11-2025,Jacket,Pending,90.42
309,Alex Brown,alex.brown@gmail.com,+372 555 1208,moscow,2025-05-11,Jeans,оплачен,147.35
310,Maxim Orlov,maxim.orlov@mail.com ,+372 555 5327,Tallinn,11/01/2025,Boots,Paid,109.89
311,John Smith,john.smith@gmail.com,  79184334198,Riga,13/02/2025,Jeans,Paid,109.12
312,Kate Miller,kate.miller@mail.com ,555-219361,Riga,11/03/2025,Boots,PAID,174.94
313,John Smith,john.smith @gmail.com,555-985364,Riga,01/06/2025,Coat,cancelled,161.27
314,Kate Miller,kate.miller@gmail.com,+372 555 3140,SPB,16/04/2025,T-shirt,paid,"160,68"
315,Alex Brown,alex.brown@mail.com ,555-648513,Tallinn,06-19-2025,Boots,PAID,185.27
316,Anna Ivanova,anna.ivanova@gmail.com,555-630126,Tallinn,2025-02-12,Bag,Pending,121.05
317,Olga Sokolova,olga.sokolova@gmail.com,+372 555 9305,berlin,21/01/2025,Jacket,Paid,154.1
318,Maxim Orlov,maxim.orlov@example.com,  78506916058,tallin,2025-06-17,Sneakers,cancelled ,104.49
319,Anna Ivanova,anna.ivanova@gmail.com,  72415200001,Tallinn,21/06/2025,Sneakers,оплачен,136.21
320,Maxim Orlov,maxim.orlov@mail.com ,  77117478955,Saint Petersburg,2025-04-26,Sneakers,Pending,113.49
321,Kate Miller,kate.miller@mail.com ,+372 555 9973,tallin,2025-05-07,Dress,pending,124.85
322,Alex Brown,alex.brown @gmail.com,555-993590,tallin,02-18-2025,Sneakers,Paid,149.76
323,Maxim Orlov,maxim.orlov@example.com,+372 555 9260,tallin,05-16-2025,Jacket,cancelled ,"79,09"
324,Maria Petrova,maria.petrova @gmail.com,  78086117171,Saint Petersburg,09/04/2025,Jeans,cancelled,224.62
325,Kate Miller,kate.miller@mail.com ,555-943890,Berlin,06-04-2025,Jeans,cancelled ,69.7
326,Kate Miller,kate.miller @gmail.com,555-319899,Москва,2025-06-22,T-shirt,Paid,59.29
327,Kate Miller,kate.miller@example.com,+372 555 7839,Москва,2025-05-14,Sneakers,paid,"177,91"
328,Alex Brown,alex.brown@mail.com ,+372 555 3636,Saint Petersburg,01-16-2025,Sneakers,Pending,159.58
329,Maxim Orlov,maxim.orlov@gmail.com,  71670255496,Moscow,28/06/2025,Boots,cancelled,151.21
330,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,+372 555 1881,Tallinn,08/06/2025,Bag,оплачен,151.42
331,Olga Sokolova,olga.sokolova@example.com,+372 555 3906,tallin,2025-05-12,Jeans,cancelled ,119.39
332,Olga Sokolova,olga.sokolova @gmail.com,+372 555 3636,Москва,26/03/2025,Sneakers,PAID,75.14
333,Kate Miller,kate.miller@gmail.com,+372 555 5934,Москва,03-23-2025,Dress,cancelled ,123.79
334,Maria Petrova,maria.petrova@example.com,555-663123,Tallinn,2025-02-26,T-shirt,pending,86.14
335,Alex Brown,alex.brown@example.com,555-220294,berlin,03-03-2025,Bag,paid,168.76
336,Kate Miller,kate.miller@example.com,  79691982634,,2025-03-14,Jacket,Canceled,112.65
337,Anna Ivanova,anna.ivanova@mail.com ,+372 555 4154,moscow,02-12-2025,Bag,оплачен,78.73
338,Ivan Kuznetsov,ivan.kuznetsov@gmail.com,  78899689747,Tallinn,2025-02-09,Sneakers,Paid,103.93
339,John Smith,john.smith@gmail.com,+372 555 3916,tallin,2025-05-28,Boots,Canceled,140.65
340,Ivan Kuznetsov,ivan.kuznetsov@example.com,+372 555 6183,berlin,06-14-2025,Sneakers,Paid,91.81
341,Kate Miller,kate.miller@gmail.com,  77240793721,Riga,23/01/2025,Boots,cancelled,78.89
342,Anna Ivanova,anna.ivanova@example.com,  70944316108,Москва,04-11-2025,Jeans,Pending,132.18
343,Anna Ivanova,anna.ivanova @gmail.com,  78611537583,moscow,04-11-2025,Jeans,оплачен,132.25
344,Kate Miller,kate.miller @gmail.com,+372 555 7760,Saint Petersburg,02-26-2025,Dress,PAID,94.65
345,Anna Ivanova,anna.ivanova@example.com,555-404771,Riga,2025-01-26,T-shirt,Pending,96.45
346,Maria Petrova,maria.petrova @gmail.com,+372 555 2639,berlin,23/03/2025,Jeans,PAID,131.6
347,Kate Miller,kate.miller@mail.com ,+372 555 8017,tallin,02-26-2025,Jeans,Pending,47.6
348,Maria Petrova,maria.petrova@mail.com ,555-585331,berlin,05-05-2025,Dress,pending,49.63
349,Maria Petrova,maria.petrova @gmail.com,+372 555 5312,berlin,01-05-2025,Boots,оплачен,84.08
350,Anna Ivanova,anna.ivanova@mail.com ,555-665892,berlin,2025-04-11,Jeans,PAID,109.33
351,Maxim Orlov,maxim.orlov@gmail.com,  72156792018,Berlin,03-03-2025,Coat,Canceled,135.55
352,Maria Petrova,maria.petrova @gmail.com,555-871667,Saint Petersburg,2025-01-11,Dress,pending,193.77
353,Kate Miller,kate.miller @gmail.com,555-801062,Moscow,10/04/2025,Sneakers,Pending,162.88
354,John Smith,john.smith@mail.com ,  75041646576,moscow,07/04/2025,Jeans,cancelled,112.0
355,Alex Brown,alex.brown@example.com,555-956934,Москва,05-04-2025,Jacket,PAID,"119,05"
356,Alex Brown,alex.brown@gmail.com,+372 555 9430,moscow,2025-02-17,Bag,cancelled,69.87
357,Kate Miller,kate.miller@gmail.com,+372 555 8889,,2025-06-01,Sneakers,оплачен,119.07
358,Anna Ivanova,anna.ivanova @gmail.com,+372 555 3639,Berlin,12/02/2025,Boots,paid,105.57
359,Olga Sokolova,olga.sokolova@gmail.com,+372 555 4548,berlin,04-16-2025,Coat,cancelled ,136.14
360,Olga Sokolova,olga.sokolova @gmail.com,555-575497,Saint Petersburg,2025-04-09,Boots,PAID,78.64
361,John Smith,john.smith @gmail.com,  72576180666,Москва,2025-05-09,Sneakers,cancelled,145.97
362,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,+372 555 1711,berlin,04/05/2025,Dress,cancelled,196.64
363,Maria Petrova,maria.petrova@mail.com ,555-903061,Saint Petersburg,06-03-2025,Sneakers,paid,114.56
364,John Smith,john.smith@gmail.com,555-786341,tallin,15/04/2025,Jeans,pending,140.09
365,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,  75169824924,Berlin,23/05/2025,Jacket,pending,154.51
366,Olga Sokolova,olga.sokolova@mail.com ,+372 555 7522,moscow,04-25-2025,Bag,cancelled ,99.94
367,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,+372 555 1852,tallin,07/02/2025,Dress,Paid,131.2
368,Olga Sokolova,olga.sokolova @gmail.com,  72615759047,Berlin,09/04/2025,Jeans,paid,120.63
369,Maria Petrova,maria.petrova@example.com,+372 555 8192,Saint Petersburg,06-03-2025,Coat,paid,124.88
370,Kate Miller,kate.miller @gmail.com,  76010521940,Berlin,12/04/2025,Sneakers,Paid,81.35
371,John Smith,john.smith@mail.com ,  71187592160,berlin,19/02/2025,Sneakers,pending,121.23
372,Maria Petrova,maria.petrova@example.com,  72399300652,Berlin,17/03/2025,Jeans,cancelled ,144.9
373,Olga Sokolova,olga.sokolova@example.com,  77626138802,,04-28-2025,Dress,pending,192.56
374,John Smith,john.smith@example.com,555-809794,Moscow,16/04/2025,Jeans,оплачен,167.96
375,Olga Sokolova,olga.sokolova@gmail.com,  71468848245,Saint Petersburg,15/02/2025,Jeans,PAID,227.66
376,Alex Brown,alex.brown@example.com,555-346269,Saint Petersburg,2025-02-22,T-shirt,PAID,81.63
377,John Smith,john.smith@gmail.com,555-808640,berlin,04-06-2025,Jeans,Canceled,163.62
378,Maria Petrova,maria.petrova@mail.com ,  70550812184,Moscow,19/04/2025,T-shirt,cancelled,129.17
379,Maria Petrova,maria.petrova@example.com,555-832162,Saint Petersburg,2025-06-26,Boots,Paid,"229,49"
380,Kate Miller,kate.miller@mail.com ,+372 555 5254,Tallinn,10/03/2025,T-shirt,PAID,79.59
381,Maxim Orlov,maxim.orlov@example.com,555-539450,Москва,13/03/2025,Bag,Paid,78.01
382,Olga Sokolova,olga.sokolova @gmail.com,+372 555 8081,Москва,08/02/2025,Boots,Canceled,90.03
383,Maria Petrova,maria.petrova@mail.com ,  79667859842,Москва,13/01/2025,Sneakers,оплачен,15
384,Olga Sokolova,olga.sokolova@example.com,555-571706,SPB,03/04/2025,T-shirt,paid,93.71
385,Ivan Kuznetsov,ivan.kuznetsov@gmail.com,  79444453176,SPB,06-16-2025,T-shirt,Pending,82.04
386,Maxim Orlov,maxim.orlov@example.com,555-499581,Tallinn,2025-06-11,Boots,cancelled,127.52
387,John Smith,john.smith@gmail.com,555-460317,berlin,17/06/2025,Boots,pending,137.09
388,Maxim Orlov,maxim.orlov@mail.com ,+372 555 9535,SPB,2025-01-06,Dress,оплачен,213.81
389,Maria Petrova,maria.petrova@example.com,  78068916300,Berlin,2025-01-14,Dress,Paid,167.52
390,Olga Sokolova,olga.sokolova @gmail.com,+372 555 2381,Москва,03-05-2025,Coat,cancelled ,91.15
391,Maria Petrova,maria.petrova@gmail.com,555-795781,Berlin,04-30-2025,Jacket,PAID,75.08
392,Maria Petrova,maria.petrova@example.com,555-648887,moscow,05-04-2025,Jacket,pending,144.6
393,Kate Miller,kate.miller@example.com,+372 555 5256,Riga,2025-05-14,Sneakers,Canceled,53.99
394,Maxim Orlov,maxim.orlov@mail.com ,+372 555 1149,tallin,01-02-2025,Boots,cancelled,211.57
395,Alex Brown,alex.brown @gmail.com,555-968668,Berlin,21/01/2025,Jeans,pending,178.97
396,Olga Sokolova,olga.sokolova@example.com,+372 555 4080,berlin,2025-03-16,Jacket,pending,96.54
397,Maxim Orlov,maxim.orlov @gmail.com,  70653476296,SPB,2025-01-06,Jeans,PAID,34.34
398,Maxim Orlov,maxim.orlov@gmail.com,555-194578,,25/02/2025,T-shirt,Canceled,187.69
399,Anna Ivanova,anna.ivanova@mail.com ,555-984522,Москва,2025-04-11,Bag,pending,114.27
400,Ivan Kuznetsov,ivan.kuznetsov@gmail.com,555-905459,Moscow,2025-04-24,Bag,Canceled,181.89
401,John Smith,john.smith @gmail.com,  71387545832,Berlin,01-11-2025,Dress,pending,40.28
402,Maxim Orlov,maxim.orlov@mail.com ,  73811867564,tallin,2025-02-25,T-shirt,paid,90.03
403,Maria Petrova,maria.petrova@mail.com ,+372 555 2960,Riga,01-11-2025,Coat,Pending,120.26
404,John Smith,john.smith @gmail.com,  78982501269,Tallinn,03-28-2025,Coat,cancelled ,"122,35"
405,John Smith,,  78125201729,Tallinn,2025-02-19,Coat,pending,97.5
406,Anna Ivanova,anna.ivanova@example.com,  79855724156,Berlin,2025-05-06,T-shirt,Pending,151.14
407,Maxim Orlov,maxim.orlov@mail.com ,555-172222,Riga,17/03/2025,Sneakers,cancelled ,66.62
408,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,  77975021081,Berlin,03/03/2025,Boots,оплачен,112.88
409,Maxim Orlov,,+372 555 5638,Москва,05-14-2025,Coat,paid,"126,01"
410,Alex Brown,alex.brown@gmail.com,  70424143426,Berlin,14/06/2025,Jeans,paid,145.72
411,Kate Miller,kate.miller @gmail.com,555-113721,Moscow,21/01/2025,T-shirt,cancelled ,155.58
412,Ivan Kuznetsov,ivan.kuznetsov@mail.com ,  76944675764,SPB,01-11-2025,Dress,оплачен,"63,77"
413,John Smith,john.smith@gmail.com,+372 555 4784,Москва,05-15-2025,Boots,Paid,43.29
414,Kate Miller,kate.miller@example.com,555-209159,Berlin,10/05/2025,Jacket,Pending,183.88
415,Kate Miller,kate.miller@mail.com ,  77412545268,tallin,03-03-2025,Jeans,Pending,136.62
416,Maxim Orlov,,555-100205,SPB,2025-06-02,Sneakers,pending,82.58
417,Alex Brown,alex.brown @gmail.com,  77826879784,berlin,05-11-2025,Coat,Paid,197.56
418,Anna Ivanova,anna.ivanova@example.com,555-263690,SPB,2025-05-30,Dress,cancelled,125.78
419,Alex Brown,alex.brown@gmail.com,555-931420,moscow,06-26-2025,Jeans,paid,178.96
420,Ivan Kuznetsov,ivan.kuznetsov@gmail.com,555-908348,Saint Petersburg,2025-04-17,Sneakers,cancelled,123.38
421,Anna Ivanova,anna.ivanova@mail.com ,  79961388686,Saint Petersburg,08/02/2025,Coat,paid,223.04
422,Ivan Kuznetsov,ivan.kuznetsov@example.com,555-194458,moscow,2025-04-11,Jacket,paid,207.77
423,Ivan Kuznetsov,,  76450281157,Saint Petersburg,2025-02-03,Jacket,cancelled,107.55
424,Alex Brown,alex.brown @gmail.com,  76142085555,tallin,2025-05-28,Boots,Pending,168.58
425,Kate Miller,kate.miller @gmail.com,555-461260,Riga,07/06/2025,Sneakers,оплачен,152.27
426,Alex Brown,alex.brown@mail.com ,  70368570209,Москва,2025-01-14,Jeans,paid,188.43
427,Kate Miller,kate.miller@gmail.com,555-571923,Saint Petersburg,02-23-2025,Jeans,cancelled ,71.75
428,Maxim Orlov,maxim.orlov @gmail.com,+372 555 1301,berlin,16/01/2025,Jeans,paid,154.3
429,Maxim Orlov,maxim.orlov@gmail.com,  77131247005,Moscow,18/06/2025,Jeans,cancelled,172.92
430,Alex Brown,alex.brown@example.com,  75649840375,Berlin,2025-05-17,Jacket,cancelled ,32.06
431,Anna Ivanova,anna.ivanova@gmail.com,555-655132,Tallinn,04-11-2025,T-shirt,Pending,60.84
432,Olga Sokolova,olga.sokolova @gmail.com,  73487053308,Moscow,07/03/2025,Jeans,оплачен,18.04
433,Maria Petrova,maria.petrova@mail.com ,  70589530134,berlin,04-08-2025,Bag,cancelled,106.53
434,Alex Brown,alex.brown @gmail.com,  75709234482,berlin,2025-02-03,Bag,PAID,155.88
435,Olga Sokolova,olga.sokolova @gmail.com,  79213359382,Berlin,10/02/2025,Dress,PAID,"195,12"
436,Kate Miller,kate.miller @gmail.com,555-902616,SPB,19/03/2025,Coat,оплачен,123.7
437,John Smith,,  79736100768,Saint Petersburg,2025-06-06,Sneakers,Pending,201.43
438,John Smith,john.smith@example.com,+372 555 3196,Москва,10/04/2025,Bag,оплачен,50.99
439,Anna Ivanova,anna.ivanova@example.com,+372 555 1245,moscow,2025-06-21,Coat,Canceled,34.83
440,Maxim Orlov,maxim.orlov@mail.com ,+372 555 8496,Tallinn,06-05-2025,Boots,cancelled ,117.22
441,Anna Ivanova,anna.ivanova@gmail.com,  74277084664,Moscow,18/05/2025,Boots,cancelled ,139.2
442,Anna Ivanova,anna.ivanova @gmail.com,555-560905,Moscow,12/02/2025,Coat,Canceled,118.37
443,Maxim Orlov,maxim.orlov@gmail.com,555-218669,Москва,16/04/2025,Jacket,оплачен,16.63
444,Maxim Orlov,maxim.orlov@gmail.com,  73420882289,Riga,2025-02-01,T-shirt,Paid,115.54
445,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,+372 555 7204,Москва,03-27-2025,Coat,PAID,54.78
446,Maria Petrova,maria.petrova@gmail.com,555-423026,Москва,03-15-2025,Bag,paid,153.48
447,Olga Sokolova,olga.sokolova@gmail.com,  77968929797,Saint Petersburg,01-02-2025,Bag,Canceled,138.33
448,Maxim Orlov,maxim.orlov@example.com,  70028230917,Saint Petersburg,03-13-2025,Sneakers,PAID,73.01
449,Maria Petrova,maria.petrova@gmail.com,  78729229346,moscow,04/06/2025,Sneakers,Paid,94.31
450,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,  79811339717,Berlin,06-27-2025,Coat,Canceled,67.04
451,Kate Miller,kate.miller@gmail.com,555-905843,Berlin,2025-04-08,Dress,pending,116.87
452,Maxim Orlov,maxim.orlov @gmail.com,555-828361,Saint Petersburg,15/05/2025,Sneakers,Paid,167.76
453,John Smith,john.smith@example.com,  75654275321,Москва,05-28-2025,Jacket,cancelled ,70.71
454,Maxim Orlov,maxim.orlov@example.com,555-739008,Riga,2025-02-19,Dress,оплачен,145.2
455,Ivan Kuznetsov,ivan.kuznetsov@example.com,  70911984483,moscow,02-21-2025,Jeans,pending,93.49
456,Kate Miller,kate.miller@gmail.com,555-819150,Москва,05-26-2025,Bag,Pending,80.36
457,Kate Miller,kate.miller@example.com,+372 555 8774,Berlin,2025-05-04,T-shirt,Canceled,114.65
458,Ivan Kuznetsov,ivan.kuznetsov@gmail.com,  77207803934,Tallinn,2025-05-18,T-shirt,Paid,68.24
459,Maria Petrova,maria.petrova@mail.com ,  78519577735,tallin,2025-05-17,Coat,Paid,92.32
460,Olga Sokolova,olga.sokolova@mail.com ,555-384685,SPB,02/03/2025,Bag,cancelled ,60.11
461,Olga Sokolova,olga.sokolova @gmail.com,+372 555 2838,Riga,24/01/2025,Coat,оплачен,218.24
462,Kate Miller,kate.miller@example.com,+372 555 9579,Москва,01-26-2025,Bag,paid,121.76
463,Maxim Orlov,maxim.orlov@example.com,+372 555 9558,Tallinn,06-25-2025,Jacket,paid,85.01
464,John Smith,john.smith@mail.com ,  77552673448,SPB,23/02/2025,Jeans,cancelled ,130.7
465,Kate Miller,kate.miller@example.com,555-385898,Berlin,2025-01-30,Dress,оплачен,114.38
466,Kate Miller,kate.miller@mail.com ,  77748133196,berlin,2025-03-04,T-shirt,cancelled ,"108,95"
467,Maxim Orlov,maxim.orlov@gmail.com,+372 555 3131,tallin,2025-04-09,Coat,Canceled,150.71
468,Kate Miller,kate.miller@mail.com ,  79440970050,Riga,2025-05-17,Coat,Paid,157.88
469,Maxim Orlov,maxim.orlov@gmail.com,+372 555 8464,berlin,2025-02-27,Jeans,Pending,93.47
470,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,555-927094,Tallinn,2025-01-08,Jacket,Canceled,91.21
471,Maria Petrova,maria.petrova@mail.com ,  72468224333,moscow,27/01/2025,T-shirt,cancelled ,106.25
472,John Smith,john.smith@mail.com ,  71775719463,Riga,03-04-2025,Boots,Paid,15
473,Kate Miller,kate.miller @gmail.com,  78504916685,Москва,03-29-2025,Dress,Canceled,44.24
474,John Smith,john.smith@example.com,555-682051,berlin,2025-04-14,Boots,Pending,188.34
475,Maxim Orlov,maxim.orlov@gmail.com,  73509132563,Москва,2025-06-12,Jacket,cancelled ,202.25
476,Olga Sokolova,olga.sokolova@example.com,555-305171,SPB,03-18-2025,Boots,Pending,107.55
477,John Smith,john.smith@gmail.com,555-523831,Moscow,16/01/2025,Sneakers,cancelled ,148.83
478,Kate Miller,kate.miller@gmail.com,  75305320432,tallin,01/06/2025,Boots,cancelled,135.56
479,Ivan Kuznetsov,ivan.kuznetsov @gmail.com,  70597296237,Москва,09/04/2025,Jeans,PAID,273.94
480,Maria Petrova,maria.petrova@gmail.com,  70067464491,Москва,05-05-2025,Dress,PAID,175.98
481,Ivan Kuznetsov,ivan.kuznetsov@example.com,  75067191149,tallin,04-19-2025,T-shirt,оплачен,113.6
482,Maria Petrova,maria.petrova@example.com,  73139249064,Berlin,09/05/2025,T-shirt,paid,72.22
483,Anna Ivanova,anna.ivanova@example.com,  76787202740,Berlin,2025-01-21,Jeans,Canceled,39.68
484,John Smith,john.smith@gmail.com,  72872118270,SPB,06-12-2025,Sneakers,Pending,130.17
485,Anna Ivanova,anna.ivanova@example.com,  78186444252,SPB,26/03/2025,Jeans,PAID,82.18
486,Anna Ivanova,anna.ivanova@mail.com ,  76997790446,SPB,02-13-2025,Sneakers,pending,"48,89"
487,Maxim Orlov,maxim.orlov@gmail.com,555-630155,SPB,02-03-2025,Sneakers,Paid,87.67
488,Maria Petrova,maria.petrova @gmail.com,555-487728,Berlin,2025-06-29,Sneakers,Pending,65.92
489,John Smith,john.smith @gmail.com,555-978302,Москва,03-02-2025,Bag,Pending,204.36
490,Anna Ivanova,anna.ivanova@mail.com ,555-155074,Berlin,02/05/2025,Bag,cancelled,164.08
491,Ivan Kuznetsov,ivan.kuznetsov@example.com,555-252200,Berlin,25/04/2025,Sneakers,Paid,119.6
492,Kate Miller,kate.miller@example.com,+372 555 5466,Riga,03-07-2025,Bag,оплачен,194.0
493,Kate Miller,kate.miller @gmail.com,+372 555 6132,Berlin,2025-01-18,Dress,Canceled,123.87
494,Kate Miller,kate.miller @gmail.com,+372 555 5641,berlin,2025-06-08,Bag,Paid,"76,94"
495,John Smith,john.smith@gmail.com,+372 555 3128,Riga,2025-06-28,Dress,Canceled,196.16
496,Olga Sokolova,olga.sokolova@example.com,+372 555 6298,Moscow,08/04/2025,Jeans,pending,146.95
497,Maria Petrova,maria.petrova@example.com,555-615607,Москва,02-15-2025,Boots,оплачен,68.14
498,John Smith,john.smith@example.com,+372 555 5243,Riga,05-27-2025,Sneakers,Canceled,110.48
499,Maria Petrova,maria.petrova@gmail.com,+372 555 1619,berlin,29/06/2025,Sneakers,cancelled ,76.22
500,Maxim Orlov,maxim.orlov@example.com,  73373188745,Riga,2025-02-27,Dress,cancelled ,50.86
501,Kate Miller,kate.miller@mail.com ,  78826993893,Tallinn,24/01/2025,Dress,Canceled,166.31
502,Olga Sokolova,olga.sokolova @gmail.com,  75115319619,Tallinn,2025-04-10,Jacket,Paid,215.47
503,Maxim Orlov,maxim.orlov @gmail.com,  70829326917,moscow,2025-06-01,Jeans,Canceled,50.07
504,Maxim Orlov,maxim.orlov@gmail.com,  74535719338,Berlin,11/01/2025,Jacket,cancelled ,148.15
505,Maria Petrova,maria.petrova @gmail.com,555-138669,berlin,2025-06-17,Sneakers,оплачен,87.47
506,Maria Petrova,maria.petrova@gmail.com,555-763393,moscow,2025-06-06,Dress,Paid,95.64
507,Maxim Orlov,maxim.orlov @gmail.com,555-943530,berlin,23/06/2025,Coat,Pending,90.38
508,Alex Brown,alex.brown@gmail.com,555-451801,Tallinn,06/02/2025,Coat,Canceled,76.8
509,Alex Brown,alex.brown@gmail.com,555-204823,moscow,2025-01-21,Jeans,cancelled,"122,43"
510,Maxim Orlov,maxim.orlov @gmail.com,  77042997784,Москва,26/04/2025,Sneakers,PAID,78.45
511,Maxim Orlov,maxim.orlov@gmail.com,  71798671637,Berlin,2025-03-02,Dress,Pending,133.52
512,Alex Brown,alex.brown@example.com,+372 555 4409,Riga,02-08-2025,Jacket,PAID,117.49
513,Maria Petrova,,+372 555 1885,,22/04/2025,Sneakers,Paid,108.05
514,Anna Ivanova,anna.ivanova @gmail.com,  74419801487,Riga,2025-01-30,T-shirt,cancelled,74.62
515,Alex Brown,alex.brown@mail.com ,+372 555 4769,Saint Petersburg,2025-01-26,Boots,оплачен,91.16
516,John Smith,john.smith@example.com,+372 555 8936,tallin,02-25-2025,T-shirt,PAID,157.77
517,Maxim Orlov,maxim.orlov @gmail.com,+372 555 6875,SPB,01-09-2025,Coat,Paid,145.05
